id,name,class
29,0,0
30,0,0
35,0,0
49,0,0
77,0,0
93,0,0
115,0,0
116,0,0
129,0,0
165,0,0
179,0,0
185,0,0
189,0,0
199,0,0
213,0,0
220,0,0
223,0,0
233,0,0
264,0,0
276,0,0
279,0,0
284,0,0
293,0,0
308,0,0
317,0,0
332,0,0
341,0,0
344,0,0
348,0,0
349,0,0
352,0,0
371,0,0
373,0,0
376,0,0
392,0,0
401,0,0
404,0,0
405,0,0
407,0,0
415,0,0
417,0,0
436,0,0
439,0,0
448,0,0
453,0,0
455,0,0
457,0,0
467,0,0
468,0,0
481,0,0
497,0,0
504,0,0
527,0,0
555,0,0
557,0,0
564,0,0
598,0,0
600,0,0
604,0,0
605,0,0
608,0,0
614,0,0
626,0,0
628,0,0
637,0,0
650,0,0
658,0,0
663,0,0
687,0,0
694,0,0
695,0,0
698,0,0
700,0,0
708,0,0
713,0,0
731,0,0
733,0,0
735,0,0
748,0,0
752,0,0
757,0,0
765,0,0
782,0,0
783,0,0
799,0,0
812,0,0
822,0,0
843,0,0
866,0,0
871,0,0
872,0,0
902,0,0
905,0,0
906,0,0
911,0,0
927,0,0
938,0,0
940,0,0
965,0,0
974,0,0
983,0,0
989,0,0
1012,0,0
1039,0,0
1044,0,0
1086,0,0
1097,0,0
1119,0,0
1123,0,0
1130,0,0
1142,0,0
1144,0,0
1147,0,0
1166,0,0
1168,0,0
1178,0,0
1185,0,0
1187,0,0
1188,0,0
1195,0,0
1205,0,0
1211,0,0
1214,0,0
1216,0,0
1227,0,0
1234,0,0
1243,0,0
1249,0,0
1260,0,0
1266,0,0
1270,0,0
1278,0,0
1296,0,0
1306,0,0
1319,0,0
1329,0,0
1335,0,0
1338,0,0
1340,0,0
1376,0,0
1381,0,0
1382,0,0
1400,0,0
1424,0,0
1428,0,0
1432,0,0
1434,0,0
1454,0,0
1463,0,0
1466,0,0
1470,0,0
1473,0,0
1477,0,0
1481,0,0
1493,0,0
1507,0,0
1514,0,0
1522,0,0
1524,0,0
1540,0,0
1560,0,0
1589,0,0
1593,0,0
1594,0,0
1598,0,0
1601,0,0
1607,0,0
1626,0,0
1629,0,0
1632,0,0
1664,0,0
1668,0,0
1674,0,0
1684,0,0
1701,0,0
1708,0,0
1709,0,0
1711,0,0
1715,0,0
1740,0,0
1755,0,0
1757,0,0
1759,0,0
1811,0,0
1816,0,0
1824,0,0
1831,0,0
1871,0,0
1872,0,0
1878,0,0
1885,0,0
1887,0,0
1913,0,0
1926,0,0
1935,0,0
1950,0,0
1954,0,0
1960,0,0
1977,0,0
1980,0,0
1988,0,0
1999,0,0
2006,0,0
2010,0,0
2014,0,0
2021,0,0
2027,0,0
2034,0,0
2035,0,0
2053,0,0
2060,0,0
2066,0,0
2107,0,0
2142,0,0
2145,0,0
2156,0,0
2169,0,0
2171,0,0
2189,0,0
2209,0,0
2233,0,0
2248,0,0
2258,0,0
2262,0,0
2264,0,0
2277,0,0
